job_id,title,company,city,location,work_mode,applications,posted_before,skills,url
4268155710,SERVITÖR / SERVITRIS,CICEK RESTAURANG AB,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,18.0,3 weeks ago,"营入, Catering Service, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4268155710&keywords=&location=Sweden&start=325
4270562286,Vi söker extrapersonal till Frys/Mejeri,GRAFISKA VÄGEN LIVS AB,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,0.0,2 weeks ago,"AV, open source software, +6 more",https://www.linkedin.com/jobs/search/?currentJobId=4270562286&keywords=&location=Sweden&start=325
4265482269,MAX söker driftledare till nyöppning,MAX Burgers,Helsingborg,"Helsingborg, Skåne County, Sweden",,7.0,3 weeks ago,"Analytical Skills, Team Leadership, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4265482269&keywords=&location=Sweden&start=325
4273807966,Barnskötare/Köksbiträde sökes till ett hållbart lärande,Förskolan Gläntan AB,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,10.0,1 week ago,"Temporary infant care, first aid, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273807966&keywords=&location=Sweden&start=325
4262440290,Studentmedarbetare inom miljöplanering,WSP i Sverige,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,91.0,Reposted 1 week ago,"AV, Operations Management, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4262440290&keywords=&location=Sweden&start=325
4267638440,Medarbetare/ Teamledare till logistikavdelningen,Fogmaker International AB,Växjö,"Växjö, Kronoberg County, Sweden",On-site,6.0,3 weeks ago,"Analytical Skills, Team Leadership, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267638440&keywords=&location=Sweden&start=325
3968168577,Spontanansökan produktionspersonal,Xylem,Emmaboda,"Emmaboda, Kalmar County, Sweden",On-site,100.0,Reposted 2 weeks ago,"Manufacturing, Material Handling, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=3968168577&keywords=&location=Sweden&start=325
4280743818,Administrativ chef,Chalmers University of Technology,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",,3.0,2 days ago,"Economics, Cooperation, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280743818&keywords=&location=Sweden&start=325
4262231915,Junior Exploateringsingenjör/Markförhandlare/Lantmätare,AFRY,Malmo,"Malmo, Skåne County, Sweden",,62.0,Reposted 1 week ago,"Land Surveying, Civil Engineering, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4262231915&keywords=&location=Sweden&start=325
4275267951,Verksamheten växer och vi behöver fler vikarier,Internetmedicin,Ronneby,"Ronneby, Blekinge County, Sweden",On-site,0.0,2 weeks ago,"AV, General Electric, +1 more",https://www.linkedin.com/jobs/search/?currentJobId=4275267951&keywords=&location=Sweden&start=325
4278401717,Bartender hos O’Learys,O'Learys,Vänersborg,"Vänersborg, Västra Götaland County, Sweden",On-site,0.0,1 week ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278401717&keywords=&location=Sweden&start=325
4242078450,Business Trainee,EF Language Abroad,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,Reposted 19 hours ago,"Analytical Skills, Interpersonal Skills, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4242078450&keywords=&location=Sweden&start=325
4279807072,Praktikplats för kommunikatör eller journalist,Opportunity Day,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,2.0,1 day ago,"Marketing, Adobe Photoshop, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279807072&keywords=&location=Sweden&start=325
4270996860,Freelance Hebrew to English Translator,Deluxe,EMEA,EMEA,Remote,100.0,2 weeks ago,"localization, translation, +5 more",https://www.linkedin.com/jobs/search/?currentJobId=4270996860&keywords=&location=Sweden&start=350
4282354676,lymfterapeut,Internetmedicin,Upplands Väsby och Sollentuna,"Upplands Väsby och Sollentuna, Stockholm County, Sweden",On-site,0.0,1 day ago,"AV, General Electric",https://www.linkedin.com/jobs/search/?currentJobId=4282354676&keywords=&location=Sweden&start=350
4270891702,Leda och jobba praktiskt? Vi söker en teamledare till vår reparatörsgrupp!,Karlskogahem AB,Karlskoga,"Karlskoga, Örebro County, Sweden",,0.0,1 week ago,"AV, open source software, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4270891702&keywords=&location=Sweden&start=350
4281484115,Vi växer – och söker nu Beredare för Elnät,Teleservice,Sjöbo kommun,"Sjöbo kommun, Skåne County, Sweden",On-site,0.0,1 day ago,"FHA, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281484115&keywords=&location=Sweden&start=350
4266239113,Salesforce Administrator,Wildix,European Union,European Union,Remote,100.0,3 weeks ago,"Salesforce.com, Salesforce.com 管理, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266239113&keywords=&location=Sweden&start=350
4277651020,IP Development Specialist,TestGorilla,EMEA,EMEA,Remote,100.0,1 week ago,"IP development, Psychological Statistics, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277651020&keywords=&location=Sweden&start=350
4273307514,Erfaren och trygg assistent sökes till fantastisk 7-årig kille i Sävedalen,GIL,Partille,"Partille, Västra Götaland County, Sweden",,2.0,1 week ago,"Assistant guidance, child care, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273307514&keywords=&location=Sweden&start=350
4278844902,Finance Manager,Designity,European Economic Area,European Economic Area,Remote,41.0,2 days ago,"Financial Modeling, Financial Planning, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278844902&keywords=&location=Sweden&start=350
4279616590,Specialistundersköterska till Atlasvägen Humana,Internetmedicin,Kalmar,"Kalmar, Kalmar County, Sweden",On-site,0.0,5 days ago,"Operations Management, AV, +3 more",https://www.linkedin.com/jobs/search/?currentJobId=4279616590&keywords=&location=Sweden&start=350
4281638745,Engagerad och professionell skolläkare!,Internetmedicin,Sundsvall Municipality,"Sundsvall Municipality, Västernorrland County, Sweden",On-site,0.0,2 days ago,"Cooperation, Teamwork, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281638745&keywords=&location=Sweden&start=350
4279614804,Naprapat,Internetmedicin,Eskilstuna,"Eskilstuna, Södermanland County, Sweden",On-site,0.0,5 days ago,AV,https://www.linkedin.com/jobs/search/?currentJobId=4279614804&keywords=&location=Sweden&start=350
4278323472,Senior Motion Designer,Praktika.ai,EMEA,EMEA,Remote,100.0,1 week ago,"Adobe Premiere Pro, 电影, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278323472&keywords=&location=Sweden&start=350
4260736845,餐厅服务员 - Mandarin Speaking Waiter,Viking,EMEA,EMEA,Remote,100.0,Reposted 1 week ago,"Hazard Analysis Critical Control Points, Cash Processing, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4260736845&keywords=&location=Sweden&start=350
4198567196,Spanish Customer Support Specialist for Dyson - Relocation Package to Greece,TP,European Union,European Union,Remote,100.0,Reposted 1 week ago,"Sales, Problem Solving, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4198567196&keywords=&location=Sweden&start=350
4275175358,Noblasskolan Täby söker Kurator 20%,Academedia,Täby,"Täby, Stockholm County, Sweden",On-site,3.0,2 weeks ago,"Teaching, Organizational Skills, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4275175358&keywords=&location=Sweden&start=350
4282171471,Specialistundersköterska,Internetmedicin,Arboga,"Arboga, Västmanland County, Sweden",On-site,0.0,1 day ago,AV,https://www.linkedin.com/jobs/search/?currentJobId=4282171471&keywords=&location=Sweden&start=350
4279614689,Specialistundersköterska till Atlasvägen Humana,HUMANA ASSISTANS AB,Kalmar,"Kalmar, Kalmar County, Sweden",On-site,0.0,4 days ago,"Operations Management, AV, +3 more",https://www.linkedin.com/jobs/search/?currentJobId=4279614689&keywords=&location=Sweden&start=350
4280158269,Dietist till Joylife primärvårdsrehabilitering i Vallentuna (uppstart),Internetmedicin,Vallentuna,"Vallentuna, Stockholm County, Sweden",On-site,0.0,4 days ago,"Dietology, Nutrition, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280158269&keywords=&location=Sweden&start=350
4273596845,Freelance Text to Speech Translator for German into English,Deluxe,EMEA,EMEA,Remote,100.0,1 week ago,"Post-dubbing, voiceover, +3 more",https://www.linkedin.com/jobs/search/?currentJobId=4273596845&keywords=&location=Sweden&start=350
4279256774,Freelance Consultant,TransPerfect,EMEA,EMEA,Remote,100.0,4 days ago,"Social Media Marketing, Coaching, +7 more",https://www.linkedin.com/jobs/search/?currentJobId=4279256774&keywords=&location=Sweden&start=350
4279261054,Freelance Consultant,TransPerfect,EMEA,EMEA,Remote,100.0,4 days ago,"Robotics, Linux, +10 more",https://www.linkedin.com/jobs/search/?currentJobId=4279261054&keywords=&location=Sweden&start=350
4279587186,Director of Engineering,MAIL - Machine AI Learning Club,European Economic Area,European Economic Area,Remote,100.0,4 days ago,"Technical Leadership, Engineering Management, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279587186&keywords=&location=Sweden&start=350
4281873938,Vi söker,S:t Lukas Stockholm/Gotland AB,Uppsala,"Uppsala, Uppsala County, Sweden",,0.0,6 hours ago,"of, debriefing",https://www.linkedin.com/jobs/search/?currentJobId=4281873938&keywords=&location=Sweden&start=350
4271682022,Technical Support Engineer,Fidelis Security,EMEA,EMEA,Remote,100.0,2 weeks ago,"Network Devices, 英语, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4271682022&keywords=&location=Sweden&start=350
4279986450,Kundserviceagent inom resor - B2B,Webhelp Enterprise,Helsingborg,"Helsingborg, Skåne County, Sweden",On-site,0.0,5 days ago,"English, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279986450&keywords=&location=Sweden&start=350
4271614071,Work & Travel in Portugal (Fully Remote Job with Accomodation Support)!,Oceanic View Solutions,Lund,"Lund, Skåne County, Sweden",Remote,31.0,2 weeks ago,"Pay attention to details, keep it confidential, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4271614071&keywords=&location=Sweden&start=375
4268074326,Kundservicemedarbetare,LEVA I LYSEKIL AB,Lysekil,"Lysekil, Västra Götaland County, Sweden",,11.0,2 weeks ago,"Operations Management, Customer Satisfaction, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4268074326&keywords=&location=Sweden&start=375
4280413731,Passionerad bartender till Maryhill Estate,ESS Group,Glumslöv,"Glumslöv, Skåne County, Sweden",On-site,1.0,3 days ago,"Food and Beverage, Cocktails, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280413731&keywords=&location=Sweden&start=375
4264722415,Swedish Conversation Recording – Quick 2 Hour Project (Remote),Your Personal AI,Sweden,Sweden,Remote,64.0,1 month ago,"Recording, Mobile Apps, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4264722415&keywords=&location=Sweden&start=375
4280010514,"Allakando läxhjälp Kista, 1 lektion/vecka, Generellt studiestöd",Allakando,Stockholm,"Stockholm, Stockholm County, Sweden",Remote,0.0,5 days ago,"Open Source Software, Operations Management",https://www.linkedin.com/jobs/search/?currentJobId=4280010514&keywords=&location=Sweden&start=375
4273811299,Barnvakt Nanny Helsingborg 3-4 ggr/v - kollektivavtal,2007 NANNYNU AB,Helsingborg,"Helsingborg, Skåne County, Sweden",On-site,2.0,1 week ago,"Temporary infant care, child care, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273811299&keywords=&location=Sweden&start=375
4270241778,Komvuxrektor Södertälje,Folkuniversitetet,Södertälje,"Södertälje, Stockholm County, Sweden",On-site,9.0,2 weeks ago,"AV, Operations Management, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4270241778&keywords=&location=Sweden&start=375
4272486244,Kallskänka,INGRID ENGBERGS HEMBAGERI KONDITORI AB,Norrtälje,"Norrtälje, Stockholm County, Sweden",On-site,6.0,2 weeks ago,"Cooking, Food Pretreatment, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4272486244&keywords=&location=Sweden&start=375
4267288415,Golf Creative - COBRA PUMA GOLF,PUMA Group,Solna,"Solna, Stockholm County, Sweden",,100.0,Reposted 1 day ago,"video, creative design, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267288415&keywords=&location=Sweden&start=375
4280010513,Assistent sökes omgående till kund i Frölunda,God Assistans i Mitt AB,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,0.0,5 days ago,"Assistant guidance, Administrative assistance, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280010513&keywords=&location=Sweden&start=375
4277725537,Kundserviceagent inom resor - B2B,Concentrix,Helsingborg,"Helsingborg, Skåne County, Sweden",On-site,8.0,4 days ago,"English, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277725537&keywords=&location=Sweden&start=375
4272153467,Teknisk förvaltare,Svenska Bostäder,Stockholm,"Stockholm, Stockholm County, Sweden",,32.0,1 week ago,"Fundraising, Strategy, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4272153467&keywords=&location=Sweden&start=375
4278642604,Distributor - English speaking,Premo,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,40.0,1 week ago,"Service-oriented, Speaking English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278642604&keywords=&location=Sweden&start=400
4281536354,Student Assistant,Internationella Engelska Skolan i Sverige AB,Skellefteå,"Skellefteå, Västerbotten County, Sweden",On-site,1.0,2 days ago,"Analytical Skills, English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281536354&keywords=&location=Sweden&start=400
4257038584,Vill du bygga ny kärnkraft?,Vattenfall,Solna,"Solna, Stockholm County, Sweden",On-site,100.0,Reposted 2 weeks ago,"AV, Operations Management, +7 more",https://www.linkedin.com/jobs/search/?currentJobId=4257038584&keywords=&location=Sweden&start=400
4267641210,Projektadministratör,Föreningen HR- Akademikerna vid Stockholms universitet,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,34.0,3 weeks ago,"Project Coordination, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267641210&keywords=&location=Sweden&start=400
4281447138,Volvosteget 2025-2026 Hallsberg,Volvo Construction Equipment,Hallsberg,"Hallsberg, Örebro County, Sweden",,0.0,2 days ago,"Operations Management, Construction Machinery, +5 more",https://www.linkedin.com/jobs/search/?currentJobId=4281447138&keywords=&location=Sweden&start=400
4267393457,Customer Experience Coordinator till privat psykiatriföretag,Svea KBT,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,3 weeks ago,"Customer Experience, Interpersonal Skills, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267393457&keywords=&location=Sweden&start=400
4266621293,MAX i Boden söker framtida driftledare,MAX Burgers,Gislaveds kommun,"Gislaveds kommun, Jönköping County, Sweden",,2.0,3 weeks ago,"Analytical Skills, Team Leadership, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266621293&keywords=&location=Sweden&start=400
4268005782,Människorättsaktivist – Ideellt engagemang för Iran (Distans),Setadepad sweden,Sweden,Sweden,Remote,11.0,2 weeks ago,"English, Christian Missionary Activities, +6 more",https://www.linkedin.com/jobs/search/?currentJobId=4268005782&keywords=&location=Sweden&start=400
4280136402,"Medarbetare med start i höst 8h/v, Customer Experience IKEA Jönköping",IKEA,Jönköping,"Jönköping, Jönköping County, Sweden",,21.0,4 days ago,"Food & Beverage, Customer Experience, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280136402&keywords=&location=Sweden&start=400
4277585849,Customer Experience Technician,Arduino,Malmo,"Malmo, Skåne County, Sweden",Hybrid,100.0,1 week ago,"Linux, Java, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277585849&keywords=&location=Sweden&start=400
4274038789,Servis,Göteborgsfamiljen,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,10.0,1 week ago,"Food & Beverage, Catering Service, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4274038789&keywords=&location=Sweden&start=400
4270891074,Hovmästare,Sjöfartshuset Festvåningar,Stockholm County,"Stockholm County, Sweden",On-site,22.0,1 week ago,"Food & Beverage, Catering Service, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4270891074&keywords=&location=Sweden&start=400
4279616585,Personalplanerare till Äldreomsorgen,Internetmedicin,Nyköping,"Nyköping, Södermanland County, Sweden",On-site,0.0,5 days ago,"Operations Management, AV, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4279616585&keywords=&location=Sweden&start=400
4242461834,LIA-praktik inom järnväg till Stockholm hösten 2025,Sweco,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,69.0,Reposted 18 hours ago,"Analytical Skills, On-site Training, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4242461834&keywords=&location=Sweden&start=400
4274275449,"Medarbetare till Renhållningsverksamheten, Söderhamn Nära",Söderhamn Nära AB,Söderhamn,"Söderhamn, Gävleborg County, Sweden",,4.0,1 week ago,"Analytical Skills, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4274275449&keywords=&location=Sweden&start=400
4268631166,JENSEN förskola Kvarnsjön söker barnskötare (timvikarier),JENSEN education,Botkyrka kommun,"Botkyrka kommun, Stockholm County, Sweden",On-site,3.0,3 weeks ago,"Preschool, Early Childhood Development, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4268631166&keywords=&location=Sweden&start=400
4280960679,Housekeeping - deltid,ESS Group,Hindås,"Hindås, Västra Götaland County, Sweden",On-site,1.0,2 days ago,"Operations Management, Customer Satisfaction, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280960679&keywords=&location=Sweden&start=400
4275400644,Vakantiekracht Receptionist/e Wabtec Netherlands B.V. Ede,Embrace Hospitality Services,Ede,"Ede, Gävleborg County, Sweden",On-site,0.0,2 weeks ago,"Office Equipment, Telephone Etiquette, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4275400644&keywords=&location=Sweden&start=400
4281142555,Målare,Norrköping Electronic Music Community,Norrköping,"Norrköping, Östergötland County, Sweden",On-site,0.0,3 days ago,"Renovation, Painting, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281142555&keywords=&location=Sweden&start=400
4273544327,"Allakando läxhjälp Lomma, privatlärare 1-2 lektioner/vecka Matematik",Allakando,Lomma,"Lomma, Skåne County, Sweden",Remote,2.0,1 week ago,"Advanced Mathematics, Tutoring, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273544327&keywords=&location=Sweden&start=400
4282128377,"Kallskänka till Pressbyrån Odenplan T-bana, Stockholm",Pressbyrån,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,0.0,20 hours ago,"Swedish, Food Safety, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4282128377&keywords=&location=Sweden&start=400
4281160871,"Commodity Buyer - Sourcing, Lund",Axis Communications,Lund,"Lund, Skåne County, Sweden",On-site,2.0,1 day ago,"Analytical Skills, English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281160871&keywords=&location=Sweden&start=400
4259801711,Tactical Purchaser,Seco Tools,Fagersta,"Fagersta, Västmanland County, Sweden",Hybrid,100.0,Reposted 1 week ago,"Negotiation, Communication, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4259801711&keywords=&location=Sweden&start=400
4280126942,IT-chef till Pågen,Pågen,Malmo,"Malmo, Skåne County, Sweden",On-site,41.0,3 days ago,"Regulatory Compliance, Digital Reform, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280126942&keywords=&location=Sweden&start=400
4271800061,Teamledare Burlövsbadet,Burlövs kommun,Burlövs by,"Burlövs by, Skåne County, Sweden",On-site,12.0,2 weeks ago,,https://www.linkedin.com/jobs/search/?currentJobId=4271800061&keywords=&location=Sweden&start=425
4268230584,Jobb för unga hösten 2025,Internetmedicin,Borlänge,"Borlänge, Dalarna County, Sweden",On-site,0.0,3 weeks ago,"AV, Operations Management, +5 more",https://www.linkedin.com/jobs/search/?currentJobId=4268230584&keywords=&location=Sweden&start=425
4280015008,Bartender,Lindvallen Restauranger AB,Malung,"Malung, Dalarna County, Sweden",On-site,0.0,5 days ago,"cocktails, bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280015008&keywords=&location=Sweden&start=425
4280330173,Hovmästare & bartender till Pinchos Trelleborg,Pincho Nation,Trelleborg,"Trelleborg, Skåne County, Sweden",On-site,0.0,3 days ago,"Hotel Management, Food and Beverage, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280330173&keywords=&location=Sweden&start=425
4282148850,Språkcoach - Extrajobb för språkentusiaster i Stockholm,SpeakCharlie,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,1.0,17 hours ago,"AV, open source software, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4282148850&keywords=&location=Sweden&start=450
4237019003,Marketing Translation Intern (Part time Opportunity),Henkel,Bromma,"Bromma, Stockholm County, Sweden",Hybrid,83.0,Reposted 1 week ago,"Analytical Skills, Social Media, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4237019003&keywords=&location=Sweden&start=450
4280015013,Enkätutdelare i Skåne sökes!,CMA Research,Malmo,"Malmo, Skåne County, Sweden",On-site,0.0,5 days ago,"Operations Management, AV, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4280015013&keywords=&location=Sweden&start=450
4273680564,Freelance Interpreter,Dals,European Union,European Union,Remote,100.0,2 weeks ago,"Language Testing, English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273680564&keywords=&location=Sweden&start=450
4267903107,"SVT söker onlinespecialister till vikariat i Stockholm, Göteborg, Malmö och Umeå.",SVT,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,95.0,Reposted 2 days ago,"Journalism, Career Tutoring, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267903107&keywords=&location=Sweden&start=450
4279269807,Data Analyst (1-year fixed-term position),Schibsted,Stockholm,"Stockholm, Stockholm County, Sweden",Hybrid,100.0,4 days ago,"Analytical skills, problem solving, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279269807&keywords=&location=Sweden&start=450
4270901898,Clinical Research Associate in Denmark or Sweden,Parexel,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,2 weeks ago,"Standard operating procedures, clinical studies, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4270901898&keywords=&location=Sweden&start=450
4277672889,"Evidence Innovation Consultant, Office of Innovation, 140 days (remote)",UNICEF,Stockholm,"Stockholm, Stockholm County, Sweden",Remote,100.0,1 week ago,"English, Design Thinking, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277672889&keywords=&location=Sweden&start=450
4278663753,Ledningsoperatör till Landvetter Airport Göteborg,Swedavia AB,Härryda,"Härryda, Västra Götaland County, Sweden",On-site,23.0,1 week ago,"Operations Management, AV, +3 more",https://www.linkedin.com/jobs/search/?currentJobId=4278663753&keywords=&location=Sweden&start=450
4280736771,Diskare,LILLA RÖTT AB,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,7.0,4 days ago,"dishwashing, cooking techniques, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280736771&keywords=&location=Sweden&start=450
4265278068,French Speaker for AI Training (Locuteur français pour la formation de l'IA),Babel Audio,European Union,European Union,Remote,100.0,Reposted 1 week ago,"Analytical Skills, Procurement, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4265278068&keywords=&location=Sweden&start=450
4266622235,"Fakultetshandläggare till fakulteten för naturvetenskap, teknik och medier",Mid Sweden University,Östersund,"Östersund, Jämtland County, Sweden",,1.0,3 weeks ago,"Swedish, Business Writing, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266622235&keywords=&location=Sweden&start=450
4279468794,Butiksmedarbetare vikariat Alcro Studio Uppsala,PPG,Uppsala,"Uppsala, Uppsala County, Sweden",On-site,0.0,1 day ago,"Training, Sales, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279468794&keywords=&location=Sweden&start=450
4278915715,Stödassistent till Daglig verksamhet i Askim,Föreningen Betaniahemmet,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",,0.0,1 week ago,"Operations Management, Open Source Software, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4278915715&keywords=&location=Sweden&start=450
4280084248,1:e socialsekreterare till Myndighet.,"Äldre samt vård- och omsorgsförvaltningen, Göteborgs Stad",Gothenburg,"Gothenburg, Västra Götaland County, Sweden",,6.0,Reposted 2 days ago,"Nursing, Follow-up, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280084248&keywords=&location=Sweden&start=450
4278241873,ABF Stockholm söker kursledare inom språk!,ABF Stockholm,Stockholm,"Stockholm, Stockholm County, Sweden",,11.0,3 days ago,"Teaching, Coaching, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278241873&keywords=&location=Sweden&start=450
4274334927,Operations Manager,ProGamingSoftware,European Union,European Union,Remote,100.0,1 week ago,"Analytical Skills, Knowledge Base, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4274334927&keywords=&location=Sweden&start=450
4265084802,Operativ IT-säkerhetsspecialist,FOI,Kista,"Kista, Stockholm County, Sweden",On-site,59.0,Reposted 1 week ago,"Information Security, Security, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4265084802&keywords=&location=Sweden&start=475
4266959017,Praktikant sociala projekt och folkbildning,ABF Norra Stockholms Län,Upplands Väsby och Sollentuna,"Upplands Väsby och Sollentuna, Stockholm County, Sweden",Hybrid,5.0,3 weeks ago,"Analytical skills, problem solving, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266959017&keywords=&location=Sweden&start=475
4265644436,Konditoribiträde ca. 75%,LANDINGS HOVKONDITORI AB,Uppsala,"Uppsala, Uppsala County, Sweden",On-site,8.0,4 weeks ago,磁盘,https://www.linkedin.com/jobs/search/?currentJobId=4265644436&keywords=&location=Sweden&start=475
4273387062,Internal Communications Specialist,Sandvik,Malmo,"Malmo, Skåne County, Sweden",Remote,100.0,1 week ago,"Internal Communication, Editing, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273387062&keywords=&location=Sweden&start=475
4278259059,"Kommunikatör till HDK-Valand (visstidsanställning, 50 %)",University of Gothenburg,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,23.0,4 days ago,"AV, 写作, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278259059&keywords=&location=Sweden&start=475
4271613147,Work & Travel in Portugal (Fully Remote Job with Accomodation Support)!,Oceanic View Solutions,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",Remote,25.0,2 weeks ago,"Pay attention to details, keep it confidential, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4271613147&keywords=&location=Sweden&start=475
4280803021,Yuppie söker en Design Intern,yuppie,Stockholm,"Stockholm, Stockholm County, Sweden",Remote,41.0,2 days ago,"Figma (Software), Design, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280803021&keywords=&location=Sweden&start=475
4267743779,Marketing Intern - Nordics/Sweden,Sungrow Europe,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,41.0,3 weeks ago,"Communication, Demo, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267743779&keywords=&location=Sweden&start=475
4269715099,Servispersonal till Pinchos Trollhättan,Pincho Nation,Trollhättan,"Trollhättan, Västra Götaland County, Sweden",On-site,1.0,2 weeks ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4269715099&keywords=&location=Sweden&start=475
